id	1	2	3	4	5	6	7	8	9	10
2477	0	0	0	1	1	1	1	0	1	1
2478	1	0	0	1	1	0	0	1	0	1
2479	0	1	1	1	1	0	1	1	0	1
2480	0	1	0	1	0	0	0	0	0	0
2481	0	0	0	1	0	1	1	0	0	0
2482	0	0	1	1	0	1	0	1	0	1
2483	0	0	1	0	1	1	0	0	0	1
2484	1	0	0	0	0	1	1	0	0	0
2485	0	0	0	0	1	0	0	0	1	0
2486	0	0	1	1	0	1	1	1	1	1
2487	0	1	1	0	0	0	1	1	1	0
2488	0	1	1	1	0	1	1	1	0	0
2489	1	0	1	1	0	0	1	0	1	1
2490	0	0	0	0	0	1	1	0	0	1
2491	1	1	1	0	1	0	0	1	0	1
2492	0	0	0	1	0	1	0	1	1	0
2493	1	1	1	1	1	0	0	0	1	0
2494	0	0	0	1	1	0	0	0	1	1
2495	1	1	0	1	1	1	1	1	1	1
2496	1	0	1	0	0	0	0	1	0	0
2497	1	0	0	0	1	0	1	0	0	0
2498	1	0	1	0	1	0	1	1	1	0
2499	0	0	0	1	1	1	0	0	1	0
2500	0	0	0	0	0	1	0	1	0	1
2501	1	0	1	1	1	0	0	0	1	0
2502	1	0	0	1	1	0	1	0	0	0
2503	1	1	0	0	0	1	0	1	0	0
2504	1	0	1	0	0	1	0	1	0	1
2505	1	1	0	1	1	1	1	0	1	1
2506	0	1	1	1	1	1	0	1	0	1
2507	0	1	1	0	1	1	1	0	1	0
2508	1	1	0	0	0	0	1	1	1	0
2509	1	1	1	0	0	1	1	1	1	1
2510	1	0	1	0	1	0	1	1	0	1
2511	0	1	0	0	1	1	1	1	1	0
2512	0	1	1	1	1	0	1	0	1	1
2513	0	1	1	1	0	0	1	0	0	1
2514	1	0	0	0	1	1	0	1	1	0
2515	1	1	0	0	0	1	1	1	1	0
2516	1	0	0	0	0	1	0	1	1	1
2517	1	0	0	0	0	1	0	1	1	1
2518	0	1	1	1	0	0	0	0	0	0
2519	0	1	1	0	1	0	1	1	0	0
2520	1	1	1	1	0	0	0	1	1	0
2521	0	0	0	1	0	0	0	0	1	1
2522	1	0	1	0	1	0	0	1	0	0
2523	1	0	1	1	0	1	1	0	0	1
2524	0	0	1	0	0	0	0	0	1	0
2525	1	1	1	1	0	0	0	1	1	0
2526	0	0	1	1	0	1	1	0	1	0
2527	1	0	1	0	1	1	1	1	1	1
2528	0	0	1	0	0	0	1	0	1	1
2529	1	0	0	1	1	1	1	1	1	0
2530	0	1	1	1	1	1	1	1	1	1
2531	1	0	1	0	1	0	1	0	0	0
2532	1	0	1	1	0	1	0	0	1	1
2533	0	1	0	1	1	0	1	0	1	1
2534	1	1	1	1	0	0	1	1	1	1
2535	1	1	1	1	1	1	1	1	0	1
2536	0	0	1	1	0	1	1	1	1	0
2537	0	0	1	0	0	0	0	1	0	0
2538	1	0	1	1	0	1	0	0	0	0
2539	0	1	1	0	1	0	0	1	0	1
2540	1	0	0	0	1	1	1	1	0	1
2541	1	1	0	0	1	0	1	1	0	1
2542	0	1	1	0	1	0	1	0	0	0
2543	0	0	0	0	1	0	0	1	1	0
2544	1	1	1	1	0	1	1	1	1	1
2545	1	0	0	1	1	1	0	1	0	1
2546	0	1	0	1	0	1	0	1	1	0
2547	0	0	0	0	1	1	1	0	0	1
2548	0	1	0	1	0	1	1	0	1	0
2549	0	0	0	0	0	0	1	1	1	1
2550	0	1	0	0	1	0	1	1	0	0
2551	1	0	0	0	0	1	0	1	0	0
2552	1	1	1	0	0	1	1	0	1	1
2553	0	1	0	0	0	0	1	1	1	1
2554	1	0	1	1	1	1	0	1	0	0
2555	1	0	0	0	1	1	1	1	0	0
2556	1	0	1	1	0	1	1	0	0	1
2557	1	1	1	1	1	0	0	1	1	1
2558	1	1	1	1	1	1	1	0	1	1
2559	1	0	0	0	1	0	1	0	0	1
2560	1	0	1	1	1	0	0	1	1	0
2561	0	0	0	0	1	0	0	1	1	1
2562	0	0	0	0	1	1	0	1	0	1
2563	0	1	1	1	1	0	0	0	0	1
2564	1	1	1	1	1	0	0	0	0	1
2565	1	0	0	0	1	1	1	1	1	1
2566	0	1	1	1	0	0	0	0	1	1
2567	1	1	1	1	1	0	1	1	0	1
2568	1	1	1	0	0	0	1	1	1	0
2569	0	1	1	1	1	1	1	1	1	1
2570	1	1	0	1	0	1	1	0	1	1
2571	0	1	1	1	1	0	0	1	0	0
2572	1	1	0	1	0	0	1	0	1	1
2573	0	0	1	1	1	1	1	0	0	0
2574	1	1	0	1	1	1	1	1	1	1
2575	1	0	0	0	0	1	0	0	1	1
2576	0	1	0	0	0	1	1	0	1	0
2577	0	0	1	0	1	0	1	0	0	1
2578	1	1	1	1	0	1	0	0	1	1
2579	0	0	1	1	0	0	1	0	1	1
2580	1	1	0	0	0	1	0	0	0	1
2581	1	0	0	1	0	1	1	0	0	0
2582	0	0	0	0	1	1	1	1	0	0
2583	0	1	1	0	0	1	0	0	1	1
2584	0	1	1	0	1	1	1	0	1	0
2585	0	1	1	0	1	0	1	0	1	1
2586	0	1	0	1	0	0	1	1	0	1
2587	0	1	1	1	0	1	0	1	0	1
2588	1	0	1	1	0	1	0	0	0	0
2589	1	1	1	0	0	0	0	0	0	1
2590	0	1	1	0	1	0	1	1	1	0
2591	1	0	1	1	0	0	1	0	0	1
2592	0	1	1	1	1	1	0	0	1	1
2593	1	0	0	0	1	1	0	0	1	0
2594	1	0	0	0	0	0	1	0	1	1
2595	1	0	1	1	1	0	1	0	0	0
2596	1	1	1	0	0	1	1	0	1	0
2597	0	1	0	0	1	0	0	0	0	0
2598	0	0	0	1	0	0	1	0	0	0
2599	0	0	1	0	0	0	0	0	0	1
2600	1	1	0	0	0	1	1	1	0	1
2601	1	0	1	1	0	0	0	1	1	1
2602	0	1	1	1	1	0	0	1	1	1
2603	0	1	1	1	0	0	1	1	1	1
2604	1	0	1	1	0	1	0	1	1	1
2605	0	1	1	1	1	1	0	0	1	0
2606	1	0	1	0	1	0	1	0	1	0
2607	1	1	0	0	1	1	0	0	1	0
2608	1	0	1	0	1	1	0	1	0	1
2609	0	0	1	1	0	1	1	1	1	1
2610	1	1	0	0	0	1	0	0	1	1
2611	0	1	1	0	0	1	0	0	1	1
2612	0	1	1	0	0	1	0	1	0	1
2613	0	1	0	1	0	0	0	0	0	0
2614	1	1	0	0	0	0	1	1	0	1
2615	1	0	1	0	0	0	1	0	1	1
2616	0	1	1	1	0	0	1	0	1	1
2617	0	0	1	0	1	1	1	0	0	1
2618	0	0	1	0	1	0	1	0	1	0
2619	1	1	0	1	0	0	1	1	0	0
2620	1	1	1	0	0	0	1	0	0	1
2621	0	0	1	0	1	0	0	1	0	1
2622	1	1	1	1	0	1	1	1	1	0
2623	1	1	1	1	1	1	1	1	0	1
2624	0	1	1	0	0	0	0	0	0	0
2625	1	0	1	0	0	0	1	0	0	1
2626	0	0	1	0	1	0	0	0	1	0
2627	0	1	1	1	0	1	0	1	1	0
2628	0	0	0	1	1	1	0	1	0	1
2629	0	0	1	0	0	0	0	0	1	1
2630	0	0	0	1	1	0	1	1	1	0
2631	1	0	0	0	0	0	1	1	1	0
2632	1	0	0	1	0	1	1	0	1	0
2633	1	1	0	0	1	0	1	1	0	0
2634	1	1	1	1	1	0	0	0	0	0
2635	1	0	1	0	0	1	1	1	0	0
2636	1	0	0	1	1	0	0	1	1	0
2637	0	1	1	0	0	0	0	0	0	0
2638	1	0	1	0	0	1	0	1	1	1
2639	0	0	0	0	0	0	1	0	0	0
2640	0	0	0	0	1	0	0	1	0	0
2641	0	1	1	0	0	0	1	0	0	1
2642	1	1	0	0	1	1	0	0	1	0
2643	0	0	0	1	0	0	0	0	0	0
2644	1	1	1	0	1	1	1	0	1	0
2645	0	1	1	1	1	1	1	0	0	1
2646	0	0	0	1	1	0	1	1	1	0
2647	1	0	0	1	1	0	0	0	1	0
2648	1	0	1	0	0	1	0	1	1	1
2649	1	0	0	0	0	1	1	0	1	0
2650	1	1	0	1	0	1	1	0	0	1
2651	1	0	0	0	1	0	0	0	0	1
2652	0	1	1	1	0	0	1	1	0	0
2653	0	1	1	0	0	1	0	0	0	0
2654	1	1	1	0	1	1	0	0	1	1
2655	0	0	0	1	0	0	1	0	1	0
2656	1	0	1	0	0	0	1	1	1	1
2657	0	0	1	1	1	1	1	1	1	1
2658	0	0	0	0	0	0	0	0	0	1
2659	0	0	0	0	0	0	1	0	0	0
2660	1	0	0	0	1	1	1	0	0	1
2661	0	0	0	0	0	1	1	1	0	0
2662	0	0	1	0	1	0	1	0	1	0
2663	1	1	1	0	0	0	0	0	0	0
2664	0	0	0	0	0	1	1	1	1	1
2665	0	0	1	0	1	1	0	1	1	0
2666	1	1	0	1	1	1	1	1	0	0
2667	0	1	1	1	1	1	1	1	1	0
2668	0	0	0	1	0	0	0	0	1	1
2669	0	1	1	1	0	0	0	1	1	0
2670	1	0	1	0	1	0	0	0	1	0
2671	0	1	1	1	1	0	1	0	0	1
2672	0	0	0	1	1	1	1	0	0	1
2673	0	1	1	1	1	1	1	1	1	1
2674	0	0	0	1	1	1	0	0	1	0
2675	1	1	0	0	1	1	1	0	1	0
2676	0	1	1	1	1	0	0	1	1	1
2677	1	0	1	1	0	1	1	1	0	0
2678	0	0	1	1	1	0	1	1	1	0
2679	1	1	1	0	1	1	1	1	0	0
2680	0	1	0	0	1	0	0	1	1	1
2681	0	1	0	0	0	1	1	1	0	0
2682	0	0	1	0	0	0	0	1	1	0
2683	0	1	1	1	0	1	1	1	0	0
2684	1	1	1	1	0	0	1	0	1	0
2685	1	0	1	0	0	1	0	1	1	0
2686	1	1	1	0	0	1	1	0	1	1
2687	1	1	0	1	0	1	0	1	0	0
2688	1	0	0	1	1	0	1	0	0	0
2689	0	1	1	1	0	0	0	1	0	1
2690	1	0	1	0	0	1	0	0	1	0
2691	0	0	1	0	1	0	0	0	0	0
2692	1	0	1	1	1	1	0	0	1	1
2693	1	1	1	0	0	0	0	1	0	1
2694	1	1	0	0	1	1	1	1	0	1
2695	0	1	1	0	0	1	1	1	0	1
2696	1	0	0	1	1	1	0	1	1	0
2697	1	1	1	1	0	1	1	0	0	0
2698	0	1	1	0	0	0	1	1	1	1
2699	0	1	1	1	0	0	0	1	0	1
2700	1	0	1	1	1	0	1	0	0	0
2701	0	1	0	0	1	0	0	0	1	1
2702	0	1	0	1	1	0	1	0	1	0
2703	0	1	1	0	1	1	1	0	1	1
2704	1	0	1	1	1	1	0	1	0	0
2705	1	0	0	0	1	0	1	0	1	0
2706	1	1	0	0	0	1	0	1	1	0
2707	0	0	0	0	0	0	0	0	1	1
2708	1	1	1	1	0	0	0	0	0	0
2709	0	0	0	0	1	1	1	1	1	1
2710	1	1	0	0	1	1	0	1	0	1
2711	1	0	0	0	0	1	1	0	0	0
2712	1	1	1	1	1	1	1	0	0	0
2713	0	0	1	1	0	1	1	0	0	1
2714	1	0	1	1	0	1	0	1	0	1
2715	1	0	0	1	0	0	0	1	1	1
2716	1	0	1	0	0	1	0	1	1	0
2717	1	0	1	1	0	1	1	0	1	1
2718	0	0	0	0	1	1	1	1	0	1
2719	1	1	0	1	1	1	0	0	1	1
2720	0	1	0	1	1	1	0	1	0	1
2721	0	1	0	1	0	1	0	0	1	1
2722	1	1	0	1	0	0	1	1	0	0
2723	0	0	1	0	1	1	1	1	1	1
2724	0	1	0	1	1	1	1	1	0	0
2725	1	1	0	1	1	1	0	0	0	0
2726	0	0	0	0	1	0	0	0	0	0
2727	1	1	0	0	0	0	1	1	1	0
2728	1	1	0	0	1	0	1	1	1	1
2729	0	0	0	1	0	0	1	1	1	0
2730	1	1	0	0	0	1	1	0	0	1
2731	1	1	0	1	0	0	0	0	1	0
2732	1	0	0	1	1	1	0	0	0	1
2733	1	1	1	0	0	1	0	0	0	0
2734	1	0	1	1	0	1	0	1	0	1
2735	1	0	0	0	0	1	0	1	0	1
2736	0	1	1	0	1	0	1	1	1	1
2737	0	1	0	0	0	0	0	1	0	0
2738	0	0	0	1	0	0	1	1	0	1
2739	0	0	0	1	0	0	1	0	1	1
2740	1	0	1	0	0	0	1	0	0	1
2741	0	0	0	0	1	0	1	0	0	1
2742	1	0	0	1	0	0	1	1	0	0
2743	0	0	1	0	1	0	1	1	1	0
2744	0	1	0	1	1	1	0	1	0	1
2745	1	0	1	1	1	0	0	1	1	1
2746	1	1	1	1	0	1	0	0	0	1
2747	0	0	0	0	1	0	1	0	1	1
2748	1	0	1	0	0	0	0	1	1	0
2749	1	0	1	0	0	0	0	0	0	0
2750	1	1	1	0	1	1	0	1	1	1
2751	0	0	0	1	1	0	1	0	0	1
2752	0	1	0	1	0	0	0	1	0	1
2753	1	0	0	0	0	0	1	1	0	0
2754	1	1	1	0	1	0	0	0	1	0
2755	1	0	1	0	0	0	1	0	1	0
2756	0	0	1	1	0	0	1	0	1	1
2757	0	1	1	0	1	0	1	1	1	0
2758	1	1	1	1	0	1	0	0	0	0
2759	0	1	0	1	1	0	0	1	0	1
2760	0	0	1	0	0	1	1	0	0	0
2761	0	1	0	1	0	0	1	1	0	0
2762	0	1	1	0	1	1	1	0	1	1
2763	1	1	1	1	1	0	1	0	1	0
2764	1	0	0	0	0	1	0	1	0	0
2765	0	1	0	0	0	1	1	0	0	0
2766	1	0	0	1	1	0	0	0	1	1
2767	1	1	0	0	0	1	1	1	1	0
2768	0	0	0	0	0	1	1	0	0	0
2769	0	0	1	1	1	1	1	1	1	0
2770	0	1	1	0	1	1	1	0	1	0
2771	1	1	1	1	1	1	0	1	0	1
2772	1	0	0	1	1	1	0	1	0	1
2773	1	1	1	0	1	0	0	0	0	1
2774	0	1	1	1	0	0	0	1	1	0
2775	1	1	0	0	0	1	1	0	1	0
2776	0	1	0	1	1	1	1	0	0	0
2777	1	1	0	1	1	1	0	0	1	0
2778	0	1	0	1	0	1	1	1	0	1
2779	0	0	1	1	0	0	1	1	1	0
2780	1	0	1	0	0	1	0	0	0	1
2781	1	1	1	1	0	0	1	1	0	0
2782	0	1	0	1	0	0	0	0	0	0
2783	0	0	0	0	1	0	1	1	1	0
2784	0	0	1	0	1	1	1	1	1	0
2785	0	0	1	0	1	0	0	1	0	0
2786	0	1	0	1	0	0	0	0	1	0
2787	0	1	1	1	1	0	1	0	1	0
2788	1	0	1	1	0	0	0	0	0	0
2789	0	0	0	1	0	0	0	1	1	0
2790	0	1	1	1	1	1	0	1	1	1
2791	1	1	1	0	1	1	0	0	1	1
2792	1	0	1	0	1	0	1	1	0	0
2793	1	1	1	0	1	1	1	0	0	1
2794	1	1	0	0	1	1	1	0	1	1
2795	0	1	1	0	0	1	0	0	1	1
2796	1	0	0	0	1	0	0	0	1	0
2797	1	1	0	1	0	1	0	1	1	1
2798	1	1	1	1	0	1	1	0	1	0
2799	1	1	1	1	0	1	0	1	0	0
2800	0	0	1	1	1	0	1	0	1	0
2801	0	0	1	1	0	1	0	1	0	1
2802	0	1	1	0	1	1	0	1	1	0
2803	0	0	0	0	1	0	1	0	0	1
2804	0	0	0	0	1	1	1	1	1	0
2805	1	1	1	0	0	1	0	1	1	0
2806	1	1	1	1	1	1	0	1	1	1
2807	1	0	1	0	0	1	0	1	1	1
2808	1	1	0	1	1	1	0	0	0	1
2809	0	0	0	1	0	1	0	0	0	1
2810	0	1	0	1	0	0	0	0	0	0
2811	1	1	0	1	1	0	0	0	1	0
2812	1	1	0	0	0	1	0	0	1	1
2813	1	1	1	0	0	1	0	0	1	1
2814	0	0	0	0	0	1	1	0	1	0
2815	0	0	0	1	0	1	1	0	1	0
2816	0	1	0	1	0	0	0	0	0	1
2817	0	0	0	0	1	1	1	1	1	1
2818	1	0	0	0	1	0	1	0	1	1
2819	0	1	1	0	0	1	1	0	0	1
2820	1	0	1	0	1	1	0	1	1	1
2821	1	0	0	1	0	0	0	1	1	0
2822	0	0	0	0	1	1	1	1	1	0
2823	1	1	0	1	0	0	0	0	1	0
2824	0	1	0	0	0	0	1	1	0	0
2825	0	0	1	0	0	0	0	0	1	1
2826	0	1	0	0	1	0	1	0	1	0
2827	0	0	1	0	1	1	1	1	1	0
2828	1	1	1	1	1	0	0	1	0	0
2829	0	1	0	0	0	0	1	0	1	0
2830	0	0	1	0	0	1	1	0	1	0
2831	1	1	1	0	0	0	1	0	0	1
2832	1	0	1	0	0	0	0	0	0	0
2833	1	1	0	1	1	0	1	0	1	1
2834	1	1	0	1	0	1	1	1	0	0
2835	1	1	0	0	1	1	1	0	0	1
2836	1	0	0	1	0	1	0	1	1	0
2837	0	1	1	1	0	0	1	0	0	0
2838	0	0	0	0	1	1	1	0	0	1
2839	0	1	1	1	1	1	0	1	1	0
2840	0	1	1	1	0	1	1	1	0	1
2841	1	1	1	0	0	0	0	1	0	0
2842	0	1	0	1	0	0	1	0	1	0
2843	1	1	1	1	0	1	1	1	0	0
2844	0	0	0	0	1	0	0	0	0	0
2845	1	1	1	1	1	0	1	1	1	0
2846	1	0	0	0	0	1	1	1	0	1
2847	0	1	1	1	1	0	0	0	1	1
2848	1	1	1	1	0	1	1	1	0	1
2849	0	0	0	1	1	1	0	0	1	1
2850	1	1	0	0	1	0	0	0	1	0
2851	1	1	0	1	0	0	1	1	0	1
2852	0	0	1	1	0	0	0	1	0	0
2853	0	1	0	0	0	1	1	0	0	1
2854	1	1	0	1	0	1	1	1	0	1
2855	0	1	0	1	1	1	0	1	1	1
2856	0	0	0	1	0	0	1	1	1	1
2857	1	0	0	0	0	0	0	0	1	0
2858	1	0	0	1	0	1	0	0	1	0
2859	1	0	0	1	0	0	0	1	1	1
2860	1	1	1	1	1	1	0	1	1	0
2861	1	1	1	1	0	0	0	0	0	0
2862	1	1	1	0	1	0	1	0	1	0
2863	0	0	1	1	1	1	0	1	1	1
2864	1	0	0	0	1	0	1	1	1	1
2865	1	0	1	0	1	0	0	1	0	1
2866	1	0	0	1	1	0	0	1	0	0
2867	1	1	0	0	0	0	0	1	0	1
2868	0	1	0	0	0	1	1	1	1	0
2869	1	0	1	1	1	0	1	1	1	0
2870	1	1	1	0	1	0	1	1	0	0
2871	0	1	0	0	1	0	0	1	1	0
2872	1	1	0	0	1	0	1	0	1	1
2873	1	1	1	1	0	0	0	0	0	1
2874	0	1	1	1	0	0	0	0	1	0
2875	0	1	1	1	0	0	1	0	1	1
2876	0	0	1	0	0	1	1	0	1	0
2877	0	1	0	1	1	1	0	0	0	1
2878	1	1	0	0	1	0	1	0	1	1
2879	0	0	0	1	1	0	0	1	1	1
2880	1	0	1	0	0	1	0	0	0	0
2881	0	0	1	0	1	0	1	1	1	1
2882	1	0	1	1	0	1	1	1	0	0
2883	1	0	1	0	0	0	1	0	0	1
2884	0	0	1	1	0	0	0	0	1	0
2885	0	0	1	0	0	0	1	0	0	1
2886	0	0	0	0	1	1	0	1	0	0
2887	0	1	0	0	0	1	0	1	1	1
2888	0	0	1	0	0	1	0	0	0	0
2889	1	1	1	1	1	1	1	1	1	0
2890	1	1	1	1	0	0	1	0	1	0
2891	0	0	0	1	0	0	1	0	0	1
2892	0	0	1	0	1	0	0	1	1	1
2893	0	0	0	0	0	1	1	1	0	0
2894	0	1	1	1	1	1	1	1	0	0
2895	0	1	1	0	1	0	1	1	0	1
2896	1	0	0	0	0	1	1	1	1	0
2897	0	0	0	0	0	1	0	0	0	1
2898	0	1	0	1	1	0	1	1	0	0
2899	1	0	0	0	0	1	1	1	1	0
2900	1	1	0	0	1	0	0	1	1	0
2901	1	1	0	1	1	0	1	0	0	0
2902	0	0	1	1	1	1	0	0	0	1
2903	1	1	1	1	1	0	1	1	0	0
2904	0	0	0	0	0	1	0	1	1	1
2905	0	1	0	1	1	1	0	0	1	0
2906	0	0	1	0	0	0	1	0	1	0
2907	0	1	0	0	1	0	0	0	1	1
2908	1	0	0	0	1	1	0	1	0	1
2909	1	0	0	1	1	0	0	1	0	1
2910	0	0	0	0	0	1	1	1	1	1
2911	1	0	0	1	0	0	0	0	1	1
2912	0	1	0	1	1	0	1	0	0	1
2913	1	1	0	1	0	0	1	1	1	0
2914	1	0	0	0	0	0	1	1	1	0
2915	0	0	0	1	0	0	0	1	1	0
2916	1	0	0	1	1	1	1	0	0	1
2917	1	0	1	0	1	1	1	0	0	1
2918	0	0	1	0	1	1	0	0	1	0
2919	0	0	0	0	0	0	1	1	0	1
2920	1	0	1	0	0	0	1	1	0	1
2921	0	1	0	1	0	0	1	1	0	0
2922	1	1	0	1	0	0	1	1	1	0
2923	0	0	1	0	1	0	0	0	0	0
2924	0	0	1	0	0	0	0	1	0	0
2925	1	0	1	1	1	0	1	0	0	0
2926	1	0	0	1	1	1	0	1	1	0
2927	0	1	1	1	0	0	1	1	0	0
2928	0	0	0	0	1	0	0	1	1	0
2929	0	0	0	0	0	1	1	0	0	0
2930	1	0	1	1	1	1	1	0	1	1
2931	0	1	1	0	1	0	1	0	1	0
2932	0	1	0	1	0	1	0	0	1	1
2933	0	0	1	1	1	1	0	1	1	0
2934	0	0	0	0	0	0	1	0	1	1
2935	1	0	1	1	1	1	1	1	0	0
2936	0	0	1	1	0	1	1	0	1	1
2937	1	1	1	1	0	1	1	0	1	0
2938	0	1	1	1	0	1	1	1	0	1
2939	0	0	1	0	0	1	1	1	1	1
2940	1	1	1	0	0	1	1	0	1	1
2941	1	0	0	0	1	1	0	0	0	1
2942	0	0	1	0	1	1	1	0	0	0
2943	0	1	0	1	1	1	0	1	0	0
2944	1	0	0	1	0	0	1	0	1	1
2945	1	0	1	0	0	0	1	0	0	0
2946	1	1	1	1	1	0	1	1	0	1
2947	1	1	0	1	1	1	0	1	1	0
2948	1	0	0	1	1	1	0	0	0	0
2949	0	0	1	1	1	1	1	1	1	1
2950	0	1	0	0	1	0	1	0	1	0
2951	1	0	0	1	0	1	1	0	0	1
2952	0	1	0	0	1	0	0	1	1	0
2953	0	0	1	1	0	1	0	1	1	1
2954	1	1	0	1	1	1	1	1	0	1
2955	1	1	1	0	1	0	0	0	0	1
2956	1	1	0	0	1	1	1	0	1	0
2957	0	1	1	0	0	0	1	1	0	0
2958	0	0	1	1	0	0	0	1	0	0
2959	0	0	1	0	1	1	1	0	1	1
2960	1	1	0	1	0	1	0	1	1	0
2961	0	0	1	1	0	1	1	1	1	1
2962	0	1	1	1	0	1	1	1	0	1
2963	1	1	0	1	1	0	1	1	0	0
2964	1	0	0	0	1	0	1	1	0	1
2965	1	1	1	0	1	0	0	1	1	1
2966	0	1	1	0	0	1	0	0	0	1
2967	0	0	1	0	0	1	0	0	0	0
2968	0	1	1	0	1	0	1	0	0	1
2969	1	0	0	1	1	0	0	1	0	0
2970	1	1	0	0	0	0	0	1	0	0
2971	1	1	0	0	1	1	1	0	1	1
2972	0	1	1	1	1	0	1	1	1	0
2973	0	1	1	0	1	0	1	0	0	1
2974	0	1	1	0	1	1	1	1	1	0
2975	1	1	1	0	1	1	1	0	1	0
2976	0	1	1	0	0	1	1	0	1	1
2977	1	0	0	1	1	0	0	0	0	1
2978	0	1	1	0	0	1	1	1	0	1
2979	1	0	1	1	1	1	1	1	0	0
2980	1	1	0	0	1	1	0	0	1	1
2981	0	0	0	1	1	0	0	1	0	0
2982	0	1	1	0	0	1	1	0	1	1
2983	0	1	1	0	0	1	1	0	0	0
2984	0	1	0	1	1	0	0	0	1	0
2985	0	1	0	0	0	0	0	1	0	0
2986	1	1	0	1	1	0	1	0	0	0
2987	1	0	1	0	1	1	0	1	1	1
2988	0	0	1	0	0	1	1	0	1	0
2989	0	1	0	1	0	1	1	1	0	0
2990	0	0	1	1	0	1	1	0	0	0
2991	1	0	0	0	1	1	1	1	1	1
2992	0	1	0	1	1	1	1	1	1	0
2993	1	0	0	1	0	0	1	0	0	1
2994	0	0	1	1	0	1	1	1	0	0
2995	1	0	0	1	0	0	0	0	1	0
2996	1	1	1	0	0	0	1	0	0	1
2997	0	0	1	1	1	0	0	0	1	0
2998	0	1	1	0	1	1	1	0	1	1
2999	1	1	1	1	0	0	0	0	0	1
3000	1	0	0	1	0	1	1	1	1	0
3001	0	0	0	1	1	1	1	1	1	1
3002	1	0	0	0	0	1	0	1	0	1
3003	1	1	1	1	1	1	1	0	1	1
3004	0	0	1	0	1	1	0	1	1	0
3005	1	1	1	1	1	0	1	0	1	0
3006	1	1	1	1	0	0	0	1	1	0
3007	1	1	0	1	1	0	0	1	0	0
3008	0	1	1	1	1	1	0	0	1	0
3009	1	0	1	1	1	0	0	0	0	0
3010	1	0	0	0	0	0	1	1	1	1
3011	1	1	0	1	1	1	0	1	1	0
3012	0	0	1	1	0	0	0	0	0	1
3013	1	0	0	0	1	0	1	1	0	1
3014	0	0	0	0	0	0	1	1	1	1
3015	0	0	1	0	1	0	1	0	1	1
3016	1	0	0	0	0	0	0	0	0	1
3017	1	1	0	0	1	0	0	0	1	1
3018	0	0	0	1	0	1	1	0	0	1
3019	0	0	0	0	0	0	0	1	0	1
3020	0	0	1	1	0	0	1	1	1	1
3021	1	0	0	0	0	1	0	1	1	0
3022	1	0	1	0	0	0	0	1	1	1
3023	1	1	1	0	1	0	0	0	1	0
3024	0	0	0	0	1	1	0	0	1	0
3025	0	0	1	1	1	1	0	0	0	1
3026	1	0	0	1	1	0	0	1	0	1
3027	0	1	1	1	0	0	1	1	0	1
3028	1	1	1	0	1	1	0	1	1	1
3029	0	1	1	0	0	0	0	0	1	0
3030	0	0	0	1	1	0	0	1	0	1
3031	1	0	0	1	1	0	0	0	0	0
3032	1	1	0	1	0	0	0	1	0	1
3033	0	0	1	0	1	0	0	1	0	0
3034	0	1	1	0	1	0	1	0	0	1
3035	1	1	0	1	0	1	1	1	0	0
3036	1	0	1	0	1	0	1	0	0	0
3037	1	1	0	0	1	1	1	1	0	0
3038	1	1	1	1	1	1	0	1	1	1
3039	1	1	1	1	0	1	0	0	0	1
3040	1	1	1	0	0	1	0	0	0	1
3041	1	1	0	1	1	0	1	0	1	1
3042	0	1	0	1	1	0	0	0	1	1
3043	0	0	1	0	0	1	1	0	1	0
3044	1	1	1	1	1	1	0	0	0	1
3045	1	1	1	1	0	0	1	1	1	1
3046	1	1	0	0	1	1	0	1	1	0
3047	1	1	1	0	0	0	1	1	0	1
3048	0	1	1	1	1	1	1	1	0	1
3049	0	0	0	1	1	1	1	0	0	0
3050	0	0	0	1	0	0	0	1	1	1
3051	1	1	1	0	0	1	1	1	0	0
3052	1	0	0	0	1	1	1	0	0	0
3053	0	1	0	0	0	0	0	1	1	0
3054	0	1	0	0	0	0	1	0	1	1
3055	0	1	1	1	1	0	0	0	0	0
3056	0	1	1	1	1	1	1	1	1	0
3057	1	0	1	0	1	0	0	1	0	0
3058	1	1	1	0	0	1	1	0	1	1
3059	1	1	0	1	1	1	0	0	1	1
3060	0	1	0	1	1	0	0	0	1	1
3061	0	1	0	0	1	0	1	1	0	1
3062	1	1	1	0	1	1	1	1	1	1
3063	0	1	0	0	1	0	1	1	0	1
3064	1	1	0	1	1	1	0	1	1	1
3065	1	1	1	1	0	0	0	1	0	1
3066	0	1	1	0	0	0	1	1	1	0
3067	0	0	0	1	1	1	0	0	0	1
3068	1	1	1	0	0	1	0	1	1	1
3069	0	0	0	1	0	0	0	1	1	1
3070	1	0	1	0	1	1	1	1	1	1
3071	1	1	0	0	0	1	1	0	0	1
3072	0	1	1	0	0	0	0	1	1	1
3073	1	0	1	1	1	1	1	1	0	0
3074	1	1	1	1	1	0	0	0	0	0
3075	0	1	1	0	0	1	0	0	0	1
3076	1	0	0	1	1	1	1	1	1	1
3077	0	0	1	0	0	1	1	1	0	1
3078	1	0	1	0	0	1	1	0	1	0
3079	1	1	1	1	0	0	0	1	1	0
3080	0	1	1	1	0	1	0	0	0	0
3081	1	0	1	0	1	0	0	1	0	0
3082	0	1	0	1	0	0	1	0	0	1
3083	0	1	0	1	0	0	1	1	1	1
