id	approved_rate	skipped_rate	expired_rate	rejected_rate	education	english_profile	english_tested	banned
3360	0.4642857	0.0	0.035714287	0.5	none	1	1	0
3361	0.0	0.2857143	0.71428573	0.0	high	1	1	0
3362	1.0	0.0	0.0	0.0	high	1	1	1
3363	0.94375	0.00625	0.03125	0.01875	high	1	1	0
3364	0.8	0.2	0.0	0.0	high	1	1	0
3365	1.0	0.0	0.0	0.0	high	1	1	1
3366	0.9791667	0.0	0.020833334	0.0	high	1	1	0
3367	0.9722222	0.0	0.027777778	0.0	high	1	1	0
3368	0.8053097	0.17699115	0.017699115	0.0	high	1	1	0
3369	0.94545454	0.0	0.054545455	0.0	high	1	0	1
3370	0.63414633	0.008130081	0.05691057	0.30081302	high	1	1	1
3371	0.0	0.0	0.0	1.0	none	1	1	0
3372	0.9076923	0.0	0.06153846	0.03076923	high	1	1	0
3373	0.0	0.35714287	0.071428575	0.5714286	none	1	1	0
3374	0.95	0.022222223	0.027777778	0.0	high	1	0	0
3375	0.0	0.0	1.0	0.0	none	1	0	0
3376	1.0	0.0	0.0	0.0	none	1	1	1
3377	0.8	0.0	0.2	0.0	high	1	0	1
3378	0.84615386	0.0	0.15384616	0.0	none	1	1	0
3379	0.375	0.0	0.011363637	0.6136364	high	1	1	0
3380	1.0	0.0	0.0	0.0	high	1	1	1
3381	0.38520408	0.59183675	0.022959184	0.0	high	1	1	0
3382	0.55263156	0.25438598	0.03508772	0.15789473	none	1	1	0
3383	0.8149466	0.06761566	0.024911031	0.09252669	high	1	1	0
3384	0.0	0.0	0.0	1.0	middle	1	1	0
3385	0.8947368	0.0	0.05263158	0.05263158	basic	1	1	0
3386	0.0	0.0	1.0	0.0	high	1	1	0
3387	0.9285714	0.0	0.071428575	0.0	high	1	1	0
3388	0.6666667	0.0	0.037037037	0.2962963	none	1	1	0
3389	0.98039216	0.0	0.019607844	0.0	basic	1	1	1
3390	0.3809524	0.0	0.023809524	0.5952381	high	1	0	1
3391	0.8988764	0.0	0.06741573	0.033707865	high	1	1	1
3392	0.8125	0.125	0.0	0.0625	high	1	1	0
3393	0.972973	0.0	0.027027028	0.0	high	1	1	1
3394	0.8578947	0.06315789	0.036842104	0.042105265	high	1	1	0
3395	0.0	0.0	1.0	0.0	none	0	0	0
3396	0.6558753	0.21942446	0.004796163	0.11990408	basic	1	1	1
3397	0.96666664	0.0	0.033333335	0.0	high	1	1	1
3398	0.8695652	0.0	0.08695652	0.04347826	none	1	1	0
3399	0.0	0.5	0.5	0.0	none	1	1	0
3400	0.8333333	0.0	0.16666667	0.0	high	1	1	1
3401	0.9848485	0.0	0.015151516	0.0	none	1	0	1
3402	0.627451	0.05882353	0.019607844	0.29411766	none	1	1	0
3403	0.61904764	0.0	0.0952381	0.2857143	high	1	1	0
3404	0.0	0.0	1.0	0.0	basic	1	0	0
3405	0.42857143	0.0	0.0	0.5714286	none	1	1	0
3406	0.71144277	0.11940298	0.0099502485	0.15920398	high	1	1	0
3407	0.6	0.12	0.08	0.2	basic	1	1	0
3408	0.8333333	0.0	0.16666667	0.0	high	1	1	1
3409	0.33333334	0.5151515	0.121212125	0.030303031	basic	1	1	0
3410	0.79333335	0.0	0.013333334	0.19333333	high	1	1	0
3411	0.7894737	0.15789473	0.05263158	0.0	high	1	1	0
3412	0.95238096	0.0	0.04761905	0.0	basic	1	1	0
3413	1.0	0.0	0.0	0.0	high	1	1	1
3414	0.9230769	0.0	0.07692308	0.0	high	1	0	0
3415	1.0	0.0	0.0	0.0	high	1	0	1
3416	0.890625	0.1015625	0.0	0.0078125	high	1	1	1
3417	0.92391306	0.054347824	0.02173913	0.0	none	1	0	0
3418	0.55263156	0.3991228	0.02631579	0.021929825	high	1	1	0
3419	1.0	0.0	0.0	0.0	high	1	1	0
3420	0.0	0.0	1.0	0.0	none	1	1	0
3421	1.0	0.0	0.0	0.0	middle	0	0	0
3422	1.0	0.0	0.0	0.0	high	1	1	1
3423	1.0	0.0	0.0	0.0	none	1	1	1
3424	0.5	0.0	0.5	0.0	none	1	1	0
3425	0.57894737	0.0	0.02631579	0.39473686	middle	1	0	1
3426	0.46829268	0.0	0.019512195	0.5121951	high	1	1	0
3427	0.6	0.0	0.4	0.0	high	1	1	1
3428	0.72727275	0.09090909	0.18181819	0.0	none	1	1	0
3429	0.56435645	0.0	0.00990099	0.42574257	high	1	1	0
3430	0.52238804	0.08955224	0.014925373	0.37313432	none	1	1	0
3431	0.8064516	0.14516129	0.048387095	0.0	none	1	0	0
3432	0.89285713	0.0	0.05357143	0.05357143	high	1	1	1
3433	0.96153843	0.0	0.03846154	0.0	high	1	1	0
3434	0.0	0.0	1.0	0.0	none	1	1	0
3435	0.8740741	0.0	0.022222223	0.1037037	high	1	1	1
3436	0.974359	0.0	0.025641026	0.0	none	1	1	0
3437	0.53846157	0.0	0.115384616	0.34615386	high	1	1	1
3438	0.9459459	0.0	0.054054055	0.0	high	1	0	1
3439	0.42857143	0.42857143	0.14285715	0.0	high	1	1	0
3440	0.75	0.0	0.0	0.25	high	1	1	0
3441	0.0	0.0	1.0	0.0	high	1	1	0
3442	0.7177419	0.20967741	0.07258064	0.0	high	1	1	0
3443	1.0	0.0	0.0	0.0	high	1	1	1
3444	0.90697676	0.046511628	0.0	0.046511628	high	1	1	0
3445	0.8888889	0.0	0.055555556	0.055555556	high	1	1	0
3446	0.96666664	0.0	0.033333335	0.0	high	1	1	0
3447	0.9375	0.0	0.0625	0.0	basic	1	1	0
3448	0.8888889	0.055555556	0.055555556	0.0	high	1	1	1
3449	0.86206895	0.0	0.03448276	0.10344828	high	1	0	0
3450	0.22222222	0.11111111	0.0	0.6666667	high	1	1	0
3451	0.0	0.0	1.0	0.0	high	1	1	0
3452	1.0	0.0	0.0	0.0	high	1	0	0
3453	1.0	0.0	0.0	0.0	high	1	0	0
3454	0.0	0.0	1.0	0.0	high	1	0	0
3455	0.78431374	0.0	0.21568628	0.0	high	1	1	0
3456	0.33333334	0.16666667	0.33333334	0.16666667	none	1	1	0
3457	0.5	0.0	0.25	0.25	high	0	0	0
3458	0.5684931	0.0	0.01369863	0.4178082	high	1	0	1
3459	0.9354839	0.032258064	0.032258064	0.0	none	1	1	0
3460	0.7692308	0.115384616	0.025641026	0.08974359	high	1	1	0
3461	0.939759	0.018072288	0.026104419	0.016064256	high	1	1	1
3462	0.7488095	0.23095238	0.020238096	0.0	none	1	1	0
3463	0.6923077	0.23076923	0.07692308	0.0	high	1	1	0
3464	0.96385545	0.012048192	0.024096385	0.0	high	1	1	1
3465	0.58093125	0.2682927	0.028824834	0.12195122	high	1	1	0
3466	0.0	0.0	0.0	1.0	none	1	1	0
3467	0.15384616	0.0	0.07692308	0.7692308	none	1	1	0
3468	0.5	0.0	0.5	0.0	none	1	1	0
3469	0.9166667	0.0	0.052083332	0.03125	high	1	1	0
3470	0.8243243	0.0	0.013513514	0.16216215	none	1	1	0
3471	0.05882353	0.0	0.05882353	0.88235295	none	1	1	0
3472	0.9166667	0.0	0.083333336	0.0	none	1	1	0
3473	0.2	0.0	0.6	0.2	high	1	0	0
3474	0.72727275	0.0	0.0	0.27272728	high	1	1	0
3475	0.99224806	0.003875969	0.003875969	0.0	high	1	0	0
3476	0.5151515	0.27272728	0.09090909	0.121212125	high	1	1	1
3477	0.0	0.0	1.0	0.0	none	1	1	0
3478	0.9583333	0.0	0.041666668	0.0	none	1	1	0
3479	0.9589041	0.0	0.04109589	0.0	high	1	1	0
3480	0.7647059	0.0	0.05882353	0.1764706	high	1	1	1
3481	0.2923077	0.64615387	0.015384615	0.046153847	basic	1	1	0
3482	0.41666666	0.25	0.16666667	0.16666667	none	1	1	0
3483	0.5	0.0	0.0	0.5	none	1	1	0
3484	0.7735849	0.11320755	0.11320755	0.0	high	1	1	0
3485	0.9037037	0.022222223	0.074074075	0.0	high	1	1	0
3486	0.83928573	0.0	0.08928572	0.071428575	high	1	1	0
3487	0.41935483	0.33870968	0.14516129	0.09677419	high	1	1	0
3488	0.23529412	0.0	0.0	0.7647059	high	1	1	1
3489	1.0	0.0	0.0	0.0	high	1	1	0
3490	0.833795	0.0	0.024930747	0.14127424	high	1	0	1
3491	0.23076923	0.0	0.23076923	0.53846157	none	1	1	0
3492	0.80851066	0.0	0.06382979	0.12765957	high	1	1	1
3493	0.0	0.0	1.0	0.0	none	1	0	0
3494	0.21800947	0.67772514	0.014218009	0.0900474	basic	1	1	0
3495	0.9807692	0.0	0.01923077	0.0	high	1	1	1
3496	0.0	0.33333334	0.6666667	0.0	high	0	0	0
3497	0.8333333	0.0	0.16666667	0.0	high	1	1	0
3498	0.9885965	0.000877193	0.009649123	0.000877193	high	1	1	0
3499	0.98122066	0.0	0.018779343	0.0	high	1	0	0
3500	0.33333334	0.33333334	0.0	0.33333334	middle	0	0	0
3501	0.98571426	0.0	0.014285714	0.0	high	1	0	0
3502	0.0	0.0	1.0	0.0	high	1	1	0
3503	0.95815897	0.0	0.020920502	0.020920502	high	1	1	0
3504	0.0	0.0	1.0	0.0	none	1	1	0
3505	0.33333334	0.0	0.0	0.6666667	high	1	1	0
3506	0.8125	0.125	0.0625	0.0	high	1	0	0
3507	0.7647059	0.11764706	0.11764706	0.0	high	1	1	0
3508	1.0	0.0	0.0	0.0	none	1	1	0
3509	0.6896552	0.2672414	0.04310345	0.0	none	1	1	0
3510	0.5208333	0.0	0.0625	0.41666666	basic	1	1	0
3511	0.7868217	0.003875969	0.009689922	0.19961241	high	1	1	1
3512	0.97619045	0.023809524	0.0	0.0	none	1	1	0
3513	0.5	0.0	0.0	0.5	high	1	1	1
3514	0.0	0.0	1.0	0.0	high	1	1	0
3515	0.6863839	0.15959822	0.018973215	0.13504465	high	1	1	1
3516	0.42222223	0.0	0.0	0.5777778	basic	1	1	0
3517	0.9411765	0.0	0.03167421	0.027149322	high	1	1	1
3518	0.0	0.0	1.0	0.0	none	1	1	0
3519	0.0	0.0	1.0	0.0	high	1	1	0
3520	0.0	0.0	1.0	0.0	high	1	1	0
3521	0.78505456	0.08984047	0.020151133	0.10495382	high	1	1	1
3522	0.80981594	0.08588957	0.042944785	0.061349694	high	1	1	0
3523	0.9574468	0.0	0.012515645	0.030037547	basic	1	1	0
3524	0.64285713	0.0	0.071428575	0.2857143	high	1	1	0
3525	0.71428573	0.21428572	0.071428575	0.0	none	1	1	0
3526	0.9130435	0.04347826	0.04347826	0.0	basic	1	1	0
3527	0.8235294	0.0	0.11764706	0.05882353	high	1	1	0
3528	1.0	0.0	0.0	0.0	high	1	1	0
3529	0.9787234	0.0	0.021276595	0.0	none	1	1	0
3530	0.7916667	0.0	0.041666668	0.16666667	high	1	1	0
3531	0.75268817	0.14336918	0.021505376	0.08243728	high	1	1	0
3532	1.0	0.0	0.0	0.0	high	1	0	0
3533	0.76651984	0.0	0.013215859	0.22026432	middle	1	1	1
3534	1.0	0.0	0.0	0.0	middle	1	1	0
3535	0.88235295	0.0882353	0.029411765	0.0	none	1	1	0
3536	0.46153846	0.025641026	0.20512821	0.30769232	high	1	0	0
3537	0.83870965	0.0	0.16129032	0.0	middle	1	0	0
3538	0.5	0.0	0.5	0.0	high	1	0	0
3539	0.2	0.0	0.0	0.8	high	1	1	1
3540	0.3125	0.0	0.015625	0.671875	basic	1	1	0
3541	0.6101695	0.0	0.06779661	0.3220339	high	1	1	0
3542	0.33333334	0.33333334	0.0	0.33333334	high	0	0	0
3543	0.9444444	0.055555556	0.0	0.0	high	0	0	0
3544	0.9354839	0.0	0.032258064	0.032258064	high	1	0	1
3545	0.0	0.0	1.0	0.0	none	1	1	0
3546	1.0	0.0	0.0	0.0	none	1	1	0
3547	0.48013818	0.45423144	0.010362694	0.055267703	none	1	1	0
3548	0.875	0.0	0.125	0.0	high	1	1	1
3549	0.6666667	0.0	0.0	0.33333334	high	1	1	0
3550	0.4	0.0	0.6	0.0	high	1	1	0
3551	0.5	0.0	0.33333334	0.16666667	none	1	1	0
3552	1.0	0.0	0.0	0.0	basic	1	1	0
3553	0.44921875	0.3515625	0.015625	0.18359375	high	1	1	0
3554	0.98540145	0.0	0.01459854	0.0	high	1	1	0
3555	0.25	0.0	0.5	0.25	high	1	1	1
3556	0.9503106	0.00931677	0.00931677	0.031055901	high	1	1	0
3557	0.98214287	0.0	0.0	0.017857144	none	1	1	1
3558	0.27272728	0.0	0.09090909	0.6363636	high	1	0	0
3559	0.0	0.0	0.0	1.0	none	1	1	0
3560	0.46666667	0.0	0.0	0.53333336	none	1	0	1
3561	0.75	0.0	0.25	0.0	high	1	1	1
3562	0.0	0.0	1.0	0.0	high	1	1	0
3563	0.89705884	0.0	0.073529415	0.029411765	high	1	1	0
3564	0.18181819	0.0	0.09090909	0.72727275	none	1	1	0
3565	0.33333334	0.44444445	0.22222222	0.0	high	1	1	0
3566	0.6666667	0.0	0.33333334	0.0	none	1	1	0
3567	0.0	0.0	0.0	1.0	none	1	1	0
3568	0.96103895	0.029220778	0.0097402595	0.0	high	1	0	0
3569	1.0	0.0	0.0	0.0	high	1	0	1
3570	0.3	0.0	0.0	0.7	none	1	1	0
3571	0.87925696	0.043343652	0.0061919503	0.071207434	high	1	1	0
3572	0.84745765	0.016949153	0.13559322	0.0	none	1	1	0
3573	0.7	0.0	0.3	0.0	basic	1	1	1
3574	0.7368421	0.0	0.0	0.2631579	high	1	1	0
3575	0.42857143	0.25	0.071428575	0.25	none	1	1	0
3576	0.74358976	0.24786325	0.008547009	0.0	high	1	1	0
3577	0.5	0.0	0.16666667	0.33333334	high	1	1	0
3578	0.5555556	0.0	0.0	0.44444445	none	1	1	0
3579	0.17963387	0.81006867	0.010297483	0.0	none	1	1	0
3580	0.5714286	0.0	0.14285715	0.2857143	basic	1	0	0
3581	0.5	0.0	0.1	0.4	basic	1	1	1
3582	0.85714287	0.0	0.14285715	0.0	basic	1	1	0
3583	0.9186747	0.0	0.0	0.0813253	high	1	1	1
3584	0.7	0.2	0.0	0.1	high	1	1	0
3585	0.9354839	0.0	0.06451613	0.0	middle	1	1	0
3586	0.56164384	0.39726028	0.04109589	0.0	high	1	0	0
3587	0.50106156	0.40339702	0.012738854	0.08280255	high	1	1	1
3588	0.8	0.0	0.0	0.2	none	1	1	0
3589	1.0	0.0	0.0	0.0	high	1	0	1
3590	0.70238096	0.21428572	0.017857144	0.065476194	high	1	1	0
3591	0.75	0.0	0.25	0.0	high	1	0	0
3592	0.9142857	0.0	0.08571429	0.0	high	1	1	1
3593	0.6354167	0.21875	0.104166664	0.041666668	middle	1	1	0
3594	0.5151515	0.0	0.03787879	0.4469697	none	1	1	0
3595	0.71428573	0.0	0.2857143	0.0	none	1	1	0
3596	0.37951806	0.41566265	0.06626506	0.13855422	high	1	1	0
3597	0.96153843	0.0	0.03846154	0.0	high	1	1	1
3598	0.6893204	0.29403606	0.01664355	0.0	high	1	1	0
3599	1.0	0.0	0.0	0.0	high	1	0	1
3600	0.85714287	0.0	0.14285715	0.0	basic	1	0	0
3601	1.0	0.0	0.0	0.0	basic	1	1	0
3602	0.3014354	0.49760765	0.004784689	0.19617225	none	1	1	0
3603	0.70454544	0.19318181	0.022727273	0.07954545	high	1	1	0
3604	0.0	0.0	1.0	0.0	high	1	1	0
3605	0.7622378	0.16783217	0.034965035	0.034965035	high	1	1	0
3606	0.6	0.0	0.14545454	0.25454545	high	1	0	1
3607	0.75	0.0	0.25	0.0	none	1	1	0
3608	1.0	0.0	0.0	0.0	high	1	0	1
3609	0.94736844	0.0	0.05263158	0.0	high	1	1	0
3610	0.125	0.0	0.0	0.875	none	1	0	1
3611	0.9	0.0	0.1	0.0	basic	1	1	1
3612	0.7536232	0.014492754	0.0	0.23188406	high	1	1	1
3613	0.41666666	0.0	0.027777778	0.5555556	middle	1	1	0
3614	0.9722222	0.0	0.027777778	0.0	none	1	1	0
3615	0.8333333	0.0	0.16666667	0.0	high	1	1	1
3616	0.0	0.0	1.0	0.0	none	1	1	0
3617	0.41666666	0.5833333	0.0	0.0	high	1	1	0
3618	0.0	0.0	1.0	0.0	none	1	1	0
3619	0.33333334	0.0	0.0	0.6666667	none	1	1	0
3620	0.3846154	0.53846157	0.07692308	0.0	none	1	1	0
3621	1.0	0.0	0.0	0.0	high	1	0	1
3622	1.0	0.0	0.0	0.0	none	1	1	0
3623	0.45454547	0.0	0.09090909	0.45454547	none	1	1	1
3624	0.4	0.0	0.2	0.4	high	1	1	0
3625	0.0	0.0	1.0	0.0	none	1	0	0
3626	1.0	0.0	0.0	0.0	none	1	1	1
3627	0.6666667	0.0	0.33333334	0.0	none	1	1	0
3628	0.71428573	0.0	0.2857143	0.0	none	1	0	0
3629	0.9504132	0.0	0.049586777	0.0	none	0	0	0
3630	1.0	0.0	0.0	0.0	none	1	1	0
3631	0.9264706	0.073529415	0.0	0.0	high	1	1	1
3632	0.72727275	0.15151516	0.07575758	0.045454547	high	1	0	0
3633	0.8	0.0	0.2	0.0	high	1	1	1
3634	0.9230769	0.0	0.07692308	0.0	middle	1	1	0
3635	0.8	0.0	0.2	0.0	basic	1	1	0
3636	0.9166667	0.0	0.083333336	0.0	high	1	1	1
3637	0.875	0.0	0.125	0.0	high	1	1	0
3638	0.8496802	0.10554371	0.0053304904	0.039445627	high	1	1	0
3639	0.62768817	0.32123655	0.002688172	0.048387095	none	1	1	0
3640	0.0	0.0	1.0	0.0	high	1	1	0
3641	0.33333334	0.0	0.0	0.6666667	none	0	0	0
3642	0.78571427	0.0	0.21428572	0.0	high	1	1	1
3643	0.0	0.0	1.0	0.0	high	1	1	0
3644	0.9367816	0.057471264	0.0057471264	0.0	none	1	1	0
3645	1.0	0.0	0.0	0.0	high	1	1	0
3646	1.0	0.0	0.0	0.0	none	1	1	0
3647	0.0	0.0	1.0	0.0	high	1	1	0
3648	0.90909094	0.0	0.09090909	0.0	none	1	0	0
3649	0.9142857	0.057142857	0.028571429	0.0	high	1	1	0
3650	1.0	0.0	0.0	0.0	none	1	1	1
3651	0.6363636	0.0	0.0	0.36363637	high	1	1	0
3652	0.84615386	0.0	0.15384616	0.0	high	1	0	0
3653	0.93333334	0.0	0.06666667	0.0	middle	1	1	1
3654	0.0	0.5	0.5	0.0	high	1	1	0
3655	0.65384614	0.0	0.01923077	0.32692307	none	1	1	0
3656	0.0	0.0	1.0	0.0	high	1	0	0
3657	0.5	0.0	0.5	0.0	high	1	0	0
3658	0.8292683	0.0	0.17073171	0.0	high	1	1	0
3659	0.5	0.0	0.5	0.0	none	1	0	0
3660	0.0	0.0	1.0	0.0	none	1	1	0
3661	0.0	0.0	1.0	0.0	high	1	1	0
3662	0.5935638	0.040524434	0.013110846	0.35280097	high	1	1	1
3663	1.0	0.0	0.0	0.0	high	1	1	0
3664	0.6607617	0.25155005	0.023914969	0.06377325	high	1	1	0
3665	0.53176796	0.46132597	0.0069060773	0.0	high	1	0	0
3666	0.0	0.0	1.0	0.0	high	1	1	0
3667	1.0	0.0	0.0	0.0	middle	1	1	1
3668	0.0	0.0	1.0	0.0	high	1	1	0
3669	0.5217391	0.45652175	0.02173913	0.0	middle	0	0	0
3670	0.6666667	0.0	0.33333334	0.0	high	1	1	1
3671	0.6086956	0.0	0.04347826	0.3478261	none	1	1	0
3672	0.75	0.0	0.083333336	0.16666667	high	1	1	0
3673	0.87058824	0.0	0.03529412	0.09411765	high	1	1	0
3674	0.9714286	0.0	0.028571429	0.0	high	1	1	0
3675	0.0	0.0	1.0	0.0	none	1	1	0
3676	0.0	0.0	1.0	0.0	none	1	1	0
3677	0.46153846	0.0	0.0	0.53846157	none	1	1	0
3678	0.94736844	0.0	0.05263158	0.0	none	1	1	0
3679	0.25	0.0	0.75	0.0	high	1	1	0
3680	0.0	0.0	1.0	0.0	none	1	1	0
3681	0.9444444	0.0	0.041666668	0.013888889	basic	1	1	1
3682	0.75	0.0	0.25	0.0	high	1	1	0
3683	0.6666667	0.0	0.025641026	0.30769232	none	1	1	0
3684	0.6666667	0.0	0.0	0.33333334	high	1	1	0
3685	0.425	0.125	0.025	0.425	basic	1	1	1
3686	0.4117647	0.0	0.05882353	0.5294118	basic	1	1	0
3687	0.875	0.0	0.083333336	0.041666668	none	1	1	0
3688	1.0	0.0	0.0	0.0	none	1	1	1
3689	0.51111114	0.08888889	0.13333334	0.26666668	none	1	1	0
3690	0.0	0.0	1.0	0.0	high	1	1	0
3691	0.0	0.0	0.0	1.0	none	1	1	0
3692	0.7222222	0.0	0.0	0.2777778	none	1	1	0
3693	0.99014777	0.0	0.009852217	0.0	high	1	1	0
3694	1.0	0.0	0.0	0.0	high	1	1	0
3695	1.0	0.0	0.0	0.0	high	1	0	0
3696	0.71428573	0.0	0.2857143	0.0	high	1	1	0
3697	0.95	0.0	0.05	0.0	none	1	0	0
3698	0.7894737	0.0	0.10526316	0.10526316	high	1	0	0
3699	0.8032787	0.08196721	0.06557377	0.04918033	high	1	1	0
3700	0.75	0.0	0.0	0.25	high	1	1	1
3701	0.8082192	0.1369863	0.02283105	0.03196347	high	1	1	0
3702	0.73421925	0.0	0.003322259	0.26245847	none	1	1	0
3703	0.0	0.0	1.0	0.0	high	1	1	0
3704	0.625	0.0	0.0	0.375	none	1	1	0
3705	0.6666667	0.0	0.33333334	0.0	none	1	1	0
3706	0.82	0.06	0.08	0.04	high	1	1	1
3707	0.5	0.14285715	0.21428572	0.14285715	none	1	1	0
3708	1.0	0.0	0.0	0.0	none	1	0	1
3709	0.67058825	0.09411765	0.011764706	0.22352941	high	1	1	1
3710	1.0	0.0	0.0	0.0	high	1	1	1
3711	0.9722222	0.0	0.027777778	0.0	none	1	0	0
3712	0.76	0.0	0.08	0.16	high	1	1	0
3713	0.9285714	0.0	0.071428575	0.0	high	1	1	0
3714	0.95	0.0	0.05	0.0	high	1	1	0
3715	1.0	0.0	0.0	0.0	basic	1	1	1
3716	0.625	0.0625	0.3125	0.0	high	1	1	0
3717	0.5	0.0	0.5	0.0	none	1	1	0
3718	0.63349134	0.1042654	0.0047393367	0.25750396	basic	1	1	0
3719	0.9230769	0.0	0.07692308	0.0	basic	1	1	1
3720	0.8701299	0.11038961	0.019480519	0.0	high	1	1	1
3721	0.9	0.0	0.1	0.0	none	1	1	0
3722	0.92	0.0	0.04	0.04	high	1	0	0
3723	1.0	0.0	0.0	0.0	high	1	1	1
3724	0.25	0.0	0.0	0.75	none	1	1	0
3725	0.47297296	0.0	0.013513514	0.5135135	high	1	0	0
3726	0.43127963	0.40758294	0.04265403	0.11848341	high	1	1	0
3727	1.0	0.0	0.0	0.0	none	1	0	0
3728	0.69166666	0.0	0.033333335	0.275	high	1	1	0
3729	0.75	0.0	0.25	0.0	high	1	1	1
3730	0.09090909	0.09090909	0.030303031	0.7878788	high	1	0	0
3731	0.33333334	0.0	0.0	0.6666667	none	1	1	0
3732	0.7830189	0.03773585	0.028301887	0.1509434	none	1	0	0
3733	0.5555556	0.11111111	0.074074075	0.25925925	high	1	1	0
3734	0.9230769	0.0	0.07692308	0.0	middle	1	1	0
3735	0.6512605	0.27731094	0.008403362	0.063025214	high	1	1	0
3736	0.61403507	0.0	0.03508772	0.3508772	none	1	1	0
3737	0.50666666	0.04	0.013333334	0.44	high	1	0	0
3738	0.7878788	0.15151516	0.060606062	0.0	none	1	1	0
3739	0.91150445	0.07079646	0.017699115	0.0	basic	1	1	0
3740	0.5026178	0.2722513	0.057591625	0.16753927	high	1	1	0
3741	0.9433962	0.0	0.0	0.056603774	high	1	1	0
3742	0.90909094	0.0	0.09090909	0.0	high	1	1	0
3743	0.69014084	0.0	0.04225352	0.26760563	high	1	1	0
3744	0.9569378	0.03827751	0.004784689	0.0	none	1	1	0
3745	0.0	0.0	0.0	1.0	high	1	1	0
3746	0.61538464	0.0	0.07692308	0.30769232	high	1	1	0
3747	0.9932432	0.0	0.0	0.006756757	high	1	1	1
3748	0.0	0.0	0.75	0.25	none	1	1	0
3749	0.0	0.0	1.0	0.0	high	1	1	0
3750	0.71784234	0.26556018	0.016597511	0.0	high	1	1	0
3751	0.8333333	0.0	0.16666667	0.0	none	1	1	1
3752	0.8333333	0.0	0.16666667	0.0	high	1	1	1
3753	0.87589926	0.041366905	0.070143886	0.012589928	high	1	0	0
3754	0.34513274	0.49557522	0.11504425	0.044247787	basic	1	1	0
3755	0.925	0.0	0.0	0.075	none	1	1	0
3756	1.0	0.0	0.0	0.0	none	1	1	1
3757	0.68421054	0.15789473	0.10526316	0.05263158	basic	1	1	0
3758	0.94827586	0.0	0.02586207	0.02586207	high	1	1	0
3759	0.8636364	0.0	0.13636364	0.0	high	1	0	0
3760	0.54285717	0.0	0.014285714	0.44285715	high	1	1	1
3761	0.6528926	0.25619835	0.07438017	0.016528925	high	1	1	0
3762	0.8727273	0.07272727	0.054545455	0.0	none	1	1	0
3763	0.2777778	0.0	0.0	0.7222222	none	1	1	0
3764	0.25	0.5	0.25	0.0	none	1	1	0
3765	0.0	0.0	1.0	0.0	none	1	1	0
3766	0.7906977	0.069767445	0.13953489	0.0	high	1	1	1
3767	0.75	0.0	0.25	0.0	basic	1	1	0
3768	0.0	0.0	1.0	0.0	none	1	1	0
3769	0.93333334	0.0	0.044444446	0.022222223	none	1	1	0
3770	0.2	0.0	0.8	0.0	none	1	1	1
3771	0.7083333	0.0	0.027777778	0.2638889	basic	1	1	0
3772	0.98039216	0.0	0.019607844	0.0	high	1	0	0
3773	0.6	0.0	0.1	0.3	high	1	1	0
3774	0.7232267	0.1752434	0.048678722	0.05285118	high	1	1	0
3775	0.73333335	0.0	0.13333334	0.13333334	high	1	1	0
3776	0.0	0.0	1.0	0.0	none	1	1	0
3777	0.98724085	0.0	0.0127591705	0.0	high	1	1	1
3778	0.53904283	0.4450042	0.012594459	0.0033585222	high	1	1	1
3779	0.85714287	0.14285715	0.0	0.0	high	1	1	1
3780	0.85	0.15	0.0	0.0	none	1	1	0
3781	0.83908045	0.0	0.011494253	0.14942528	high	1	1	0
3782	0.5	0.23404256	0.0	0.26595744	none	1	1	0
3783	0.5714286	0.071428575	0.0	0.35714287	none	1	1	0
3784	1.0	0.0	0.0	0.0	high	1	1	0
3785	1.0	0.0	0.0	0.0	middle	1	0	1
3786	0.0	0.5	0.5	0.0	high	1	0	0
3787	0.71428573	0.035714287	0.035714287	0.21428572	basic	1	1	0
3788	0.11111111	0.0	0.33333334	0.5555556	high	1	1	0
3789	0.88073397	0.055045873	0.04587156	0.018348623	high	1	1	0
3790	0.7616279	0.0	0.11627907	0.12209302	high	1	1	1
3791	0.94630873	0.053691275	0.0	0.0	high	1	1	0
3792	0.9460432	0.053956833	0.0	0.0	none	1	1	1
3793	0.8317757	0.0	0.028037382	0.14018692	none	1	1	0
3794	0.8333333	0.083333336	0.083333336	0.0	high	1	0	0
3795	0.8333333	0.0	0.083333336	0.083333336	high	1	0	0
3796	0.0	0.0	0.0	1.0	none	1	1	0
3797	0.95238096	0.0	0.04761905	0.0	high	1	0	0
3798	0.9285714	0.0	0.023809524	0.04761905	high	1	1	0
3799	0.0	0.0	1.0	0.0	high	1	1	0
3800	1.0	0.0	0.0	0.0	high	1	0	1
3801	0.9285714	0.0	0.071428575	0.0	none	1	1	0
3802	0.85714287	0.0	0.040816326	0.10204082	high	1	1	0
3803	0.79	0.0	0.01	0.2	none	1	1	0
3804	0.9655172	0.0	0.03448276	0.0	high	1	1	0
3805	0.5	0.0	0.0	0.5	none	1	1	0
3806	0.987013	0.0	0.012987013	0.0	high	1	1	1
3807	0.6666667	0.0	0.33333334	0.0	basic	1	1	1
3808	0.0	0.0	1.0	0.0	none	1	1	0
3809	0.4	0.50476193	0.04761905	0.04761905	high	1	1	0
3810	0.0	0.0	1.0	0.0	none	1	1	0
3811	0.0	0.0	0.0	1.0	none	1	1	0
3812	0.0	0.0	1.0	0.0	none	1	1	0
